gene	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ011589	0	0	1	RpS8	40S ribosomal protein S8 [Source:UniProtKB/TrEMBL%3BAcc:B0WXU4]	ID=gene:CPIJ011589;Name=RpS8;biotype=protein_coding;description=40S ribosomal protein S8 [Source:UniProtKB/TrEMBL%3BAcc:B0WXU4];gene_id=CPIJ011589;logic_name=vectorbase_culex
CPIJ011608	0	0	1		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWN8]	ID=gene:CPIJ011608;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWN8];gene_id=CPIJ011608;logic_name=vectorbase_culex
CPIJ011624	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWA9]	ID=gene:CPIJ011624;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWA9];gene_id=CPIJ011624;logic_name=vectorbase_culex
CPIJ011655	0	0	1		Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWE8]	ID=gene:CPIJ011655;biotype=protein_coding;description=Predicted protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWE8];gene_id=CPIJ011655;logic_name=vectorbase_culex
CPIJ011659	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWF2]	ID=gene:CPIJ011659;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WWF2];gene_id=CPIJ011659;logic_name=vectorbase_culex
CPIJ011661	0	0	1		M-phase phosphoprotein 6 [Source:UniProtKB/TrEMBL%3BAcc:B0WWF4]	ID=gene:CPIJ011661;biotype=protein_coding;description=M-phase phosphoprotein 6 [Source:UniProtKB/TrEMBL%3BAcc:B0WWF4];gene_id=CPIJ011661;logic_name=vectorbase_culex
CPIJ011700	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYU1]	ID=gene:CPIJ011700;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYU1];gene_id=CPIJ011700;logic_name=vectorbase_culex
CPIJ011777	0	0	1		FK506-binding protein 2 precursor [Source:VB Community Annotation]	ID=gene:CPIJ011777;biotype=protein_coding;description=FK506-binding protein 2 precursor [Source:VB Community Annotation];gene_id=CPIJ011777;logic_name=vectorbase_culex
CPIJ011778	0	0	1		Transcription initiation factor TFIID subunit 12 [Source:UniProtKB/TrEMBL%3BAcc:B0WYP9]	ID=gene:CPIJ011778;biotype=protein_coding;description=Transcription initiation factor TFIID subunit 12 [Source:UniProtKB/TrEMBL%3BAcc:B0WYP9];gene_id=CPIJ011778;logic_name=vectorbase_culex
CPIJ011780	0	0	1		acylphosphatase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ011780;biotype=protein_coding;description=acylphosphatase%2C putative [Source:VB Community Annotation];gene_id=CPIJ011780;logic_name=vectorbase_culex
CPIJ011785	0	0	1		E3 ubiquitin-protein ligase nedd-4 [Source:UniProtKB/TrEMBL%3BAcc:B0WYQ6]	ID=gene:CPIJ011785;biotype=protein_coding;description=E3 ubiquitin-protein ligase nedd-4 [Source:UniProtKB/TrEMBL%3BAcc:B0WYQ6];gene_id=CPIJ011785;logic_name=vectorbase_culex
CPIJ011913	0	0	1		protein FAM96B [Source:VB Community Annotation]	ID=gene:CPIJ011913;biotype=protein_coding;description=protein FAM96B [Source:VB Community Annotation];gene_id=CPIJ011913;logic_name=vectorbase_culex
CPIJ011923	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXL4]	ID=gene:CPIJ011923;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXL4];gene_id=CPIJ011923;logic_name=vectorbase_culex
CPIJ011924	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXL5]	ID=gene:CPIJ011924;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WXL5];gene_id=CPIJ011924;logic_name=vectorbase_culex
CPIJ011978	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY61]	ID=gene:CPIJ011978;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY61];gene_id=CPIJ011978;logic_name=vectorbase_culex
CPIJ011979	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY62]	ID=gene:CPIJ011979;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY62];gene_id=CPIJ011979;logic_name=vectorbase_culex
CPIJ011991	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX41]	ID=gene:CPIJ011991;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX41];gene_id=CPIJ011991;logic_name=vectorbase_culex
CPIJ012014	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX64]	ID=gene:CPIJ012014;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WX64];gene_id=CPIJ012014;logic_name=vectorbase_culex
CPIJ012135	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X023]	ID=gene:CPIJ012135;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X023];gene_id=CPIJ012135;logic_name=vectorbase_culex
CPIJ012178	0	0	1		Ovary C/EBPg transcription factor [Source:UniProtKB/TrEMBL%3BAcc:B0WYA4]	ID=gene:CPIJ012178;biotype=protein_coding;description=Ovary C/EBPg transcription factor [Source:UniProtKB/TrEMBL%3BAcc:B0WYA4];gene_id=CPIJ012178;logic_name=vectorbase_culex
CPIJ012205	0	0	1		Dynein-1-beta heavy chain [Source:UniProtKB/TrEMBL%3BAcc:B0WXN6]	ID=gene:CPIJ012205;biotype=protein_coding;description=Dynein-1-beta heavy chain [Source:UniProtKB/TrEMBL%3BAcc:B0WXN6];gene_id=CPIJ012205;logic_name=vectorbase_culex
CPIJ012223	0	0	1		cytochrome c oxidase%2C-subunit VIb%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012223;biotype=protein_coding;description=cytochrome c oxidase%2C-subunit VIb%2C putative [Source:VB Community Annotation];gene_id=CPIJ012223;logic_name=vectorbase_culex
CPIJ012224	0	0	1		cytochrome c oxidase%2C-subunit VIb%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012224;biotype=protein_coding;description=cytochrome c oxidase%2C-subunit VIb%2C putative [Source:VB Community Annotation];gene_id=CPIJ012224;logic_name=vectorbase_culex
CPIJ012240	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY08]	ID=gene:CPIJ012240;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WY08];gene_id=CPIJ012240;logic_name=vectorbase_culex
CPIJ012274	1	0	0		Dipeptidyl-peptidase [Source:UniProtKB/TrEMBL%3BAcc:B0WYN8]	ID=gene:CPIJ012274;biotype=protein_coding;description=Dipeptidyl-peptidase [Source:UniProtKB/TrEMBL%3BAcc:B0WYN8];gene_id=CPIJ012274;logic_name=vectorbase_culex
CPIJ012304	0	0	1		Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL%3BAcc:B0WYS5]	ID=gene:CPIJ012304;biotype=protein_coding;description=Poly [ADP-ribose] polymerase [Source:UniProtKB/TrEMBL%3BAcc:B0WYS5];gene_id=CPIJ012304;logic_name=vectorbase_culex
CPIJ012306	0	0	1		Zinc finger imprinted 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WYS7]	ID=gene:CPIJ012306;biotype=protein_coding;description=Zinc finger imprinted 3 [Source:UniProtKB/TrEMBL%3BAcc:B0WYS7];gene_id=CPIJ012306;logic_name=vectorbase_culex
CPIJ012307	0	0	1		galactose-specific C-type lectin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012307;biotype=protein_coding;description=galactose-specific C-type lectin%2C putative [Source:VB Community Annotation];gene_id=CPIJ012307;logic_name=vectorbase_culex
CPIJ012337	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYE9]	ID=gene:CPIJ012337;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WYE9];gene_id=CPIJ012337;logic_name=vectorbase_culex
CPIJ012339	0	0	1		MICOS complex subunit MIC10 [Source:UniProtKB/TrEMBL%3BAcc:B0WYF1]	ID=gene:CPIJ012339;biotype=protein_coding;description=MICOS complex subunit MIC10 [Source:UniProtKB/TrEMBL%3BAcc:B0WYF1];gene_id=CPIJ012339;logic_name=vectorbase_culex
CPIJ012490	0	0	1		sterol carrier protein 2%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012490;biotype=protein_coding;description=sterol carrier protein 2%2C putative [Source:VB Community Annotation];gene_id=CPIJ012490;logic_name=vectorbase_culex
CPIJ012510	0	0	1		ATP-dependent RNA helicase DDX24 [Source:UniProtKB/TrEMBL%3BAcc:B0WYL3]	ID=gene:CPIJ012510;biotype=protein_coding;description=ATP-dependent RNA helicase DDX24 [Source:UniProtKB/TrEMBL%3BAcc:B0WYL3];gene_id=CPIJ012510;logic_name=vectorbase_culex
CPIJ012556	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZ02]	ID=gene:CPIJ012556;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZ02];gene_id=CPIJ012556;logic_name=vectorbase_culex
CPIJ012558	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZ04]	ID=gene:CPIJ012558;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZ04];gene_id=CPIJ012558;logic_name=vectorbase_culex
CPIJ012621	0	0	1		ATP-dependent RNA helicase Ddx1 [Source:UniProtKB/TrEMBL%3BAcc:B0X0J3]	ID=gene:CPIJ012621;biotype=protein_coding;description=ATP-dependent RNA helicase Ddx1 [Source:UniProtKB/TrEMBL%3BAcc:B0X0J3];gene_id=CPIJ012621;logic_name=vectorbase_culex
CPIJ012653	1	0	0		Septin [Source:UniProtKB/TrEMBL%3BAcc:B0WZY0]	ID=gene:CPIJ012653;biotype=protein_coding;description=Septin [Source:UniProtKB/TrEMBL%3BAcc:B0WZY0];gene_id=CPIJ012653;logic_name=vectorbase_culex
CPIJ012666	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZZ3]	ID=gene:CPIJ012666;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZZ3];gene_id=CPIJ012666;logic_name=vectorbase_culex
CPIJ012686	0	0	1		Tuberin [Source:UniProtKB/TrEMBL%3BAcc:B0WZQ1]	ID=gene:CPIJ012686;biotype=protein_coding;description=Tuberin [Source:UniProtKB/TrEMBL%3BAcc:B0WZQ1];gene_id=CPIJ012686;logic_name=vectorbase_culex
CPIJ012716	0	0	1	OBP17	odorant binding protein OBP17 [Source:VB Community Annotation]	ID=gene:CPIJ012716;Name=OBP17;biotype=protein_coding;description=odorant binding protein OBP17 [Source:VB Community Annotation];gene_id=CPIJ012716;logic_name=vectorbase_culex
CPIJ012718	0	0	1	OBP19	odorant binding protein OBP19 [Source:VB Community Annotation]	ID=gene:CPIJ012718;Name=OBP19;biotype=protein_coding;description=odorant binding protein OBP19 [Source:VB Community Annotation];gene_id=CPIJ012718;logic_name=vectorbase_culex
CPIJ012719	0	0	1	OBP20	odorant binding protein OBP20 [Source:VB Community Annotation]	ID=gene:CPIJ012719;Name=OBP20;biotype=protein_coding;description=odorant binding protein OBP20 [Source:VB Community Annotation];gene_id=CPIJ012719;logic_name=vectorbase_culex
CPIJ012738	0	0	1		60S ribosomal protein L35 [Source:UniProtKB/TrEMBL%3BAcc:B0X057]	ID=gene:CPIJ012738;biotype=protein_coding;description=60S ribosomal protein L35 [Source:UniProtKB/TrEMBL%3BAcc:B0X057];gene_id=CPIJ012738;logic_name=vectorbase_culex
CPIJ012747	1	0	0		uridine cytidine kinase i [Source:VB Community Annotation]	ID=gene:CPIJ012747;biotype=protein_coding;description=uridine cytidine kinase i [Source:VB Community Annotation];gene_id=CPIJ012747;logic_name=vectorbase_culex
CPIJ012756	0	0	1		Microsomal glutathione s-transferase [Source:UniProtKB/TrEMBL%3BAcc:B0X075]	ID=gene:CPIJ012756;biotype=protein_coding;description=Microsomal glutathione s-transferase [Source:UniProtKB/TrEMBL%3BAcc:B0X075];gene_id=CPIJ012756;logic_name=vectorbase_culex
CPIJ012771	1	0	0		novel C2 domain containing protein [Source:VB Community Annotation]	ID=gene:CPIJ012771;biotype=protein_coding;description=novel C2 domain containing protein [Source:VB Community Annotation];gene_id=CPIJ012771;logic_name=vectorbase_culex
CPIJ012783	0	0	1		7.7 kDa salivary cysteine-rich peptide [Source:VB Community Annotation]	ID=gene:CPIJ012783;biotype=protein_coding;description=7.7 kDa salivary cysteine-rich peptide [Source:VB Community Annotation];gene_id=CPIJ012783;logic_name=vectorbase_culex
CPIJ012794	1	0	0		dynamin [Source:VB Community Annotation]	ID=gene:CPIJ012794;biotype=protein_coding;description=dynamin [Source:VB Community Annotation];gene_id=CPIJ012794;logic_name=vectorbase_culex
CPIJ012795	0	0	1		arp2/3 complex 16 kd subunit [Source:VB Community Annotation]	ID=gene:CPIJ012795;biotype=protein_coding;description=arp2/3 complex 16 kd subunit [Source:VB Community Annotation];gene_id=CPIJ012795;logic_name=vectorbase_culex
CPIJ012808	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X0Y6]	ID=gene:CPIJ012808;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X0Y6];gene_id=CPIJ012808;logic_name=vectorbase_culex
CPIJ012814	1	0	0		Scaffold attachment factor b [Source:UniProtKB/TrEMBL%3BAcc:B0X0Z2]	ID=gene:CPIJ012814;biotype=protein_coding;description=Scaffold attachment factor b [Source:UniProtKB/TrEMBL%3BAcc:B0X0Z2];gene_id=CPIJ012814;logic_name=vectorbase_culex
CPIJ012878	0	0	1		Low molecular mass ubiquinone-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZV5]	ID=gene:CPIJ012878;biotype=protein_coding;description=Low molecular mass ubiquinone-binding protein [Source:UniProtKB/TrEMBL%3BAcc:B0WZV5];gene_id=CPIJ012878;logic_name=vectorbase_culex
CPIJ012879	0	0	1		mitochondrial ribosomal protein%2C L23%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012879;biotype=protein_coding;description=mitochondrial ribosomal protein%2C L23%2C putative [Source:VB Community Annotation];gene_id=CPIJ012879;logic_name=vectorbase_culex
CPIJ012880	0	0	1		mitochondrial ribosomal protein%2C L23%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012880;biotype=protein_coding;description=mitochondrial ribosomal protein%2C L23%2C putative [Source:VB Community Annotation];gene_id=CPIJ012880;logic_name=vectorbase_culex
CPIJ012992	1	0	0		sex-determining protein fem-1%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ012992;biotype=protein_coding;description=sex-determining protein fem-1%2C putative [Source:VB Community Annotation];gene_id=CPIJ012992;logic_name=vectorbase_culex
CPIJ013060	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1G6]	ID=gene:CPIJ013060;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1G6];gene_id=CPIJ013060;logic_name=vectorbase_culex
CPIJ013066	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X0L7]	ID=gene:CPIJ013066;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X0L7];gene_id=CPIJ013066;logic_name=vectorbase_culex
CPIJ013081	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X161]	ID=gene:CPIJ013081;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X161];gene_id=CPIJ013081;logic_name=vectorbase_culex
CPIJ013093	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X173]	ID=gene:CPIJ013093;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X173];gene_id=CPIJ013093;logic_name=vectorbase_culex
CPIJ013113	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X0T2]	ID=gene:CPIJ013113;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X0T2];gene_id=CPIJ013113;logic_name=vectorbase_culex
CPIJ013159	0	0	1		sorting nexin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ013159;biotype=protein_coding;description=sorting nexin%2C putative [Source:VB Community Annotation];gene_id=CPIJ013159;logic_name=vectorbase_culex
CPIJ013281	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1W1]	ID=gene:CPIJ013281;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1W1];gene_id=CPIJ013281;logic_name=vectorbase_culex
CPIJ013324	0	0	1		Polyubiquitin [Source:UniProtKB/TrEMBL%3BAcc:B0X1I3]	ID=gene:CPIJ013324;biotype=protein_coding;description=Polyubiquitin [Source:UniProtKB/TrEMBL%3BAcc:B0X1I3];gene_id=CPIJ013324;logic_name=vectorbase_culex
CPIJ013329	0	0	1		peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [Source:VB Community Annotation]	ID=gene:CPIJ013329;biotype=protein_coding;description=peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [Source:VB Community Annotation];gene_id=CPIJ013329;logic_name=vectorbase_culex
CPIJ013334	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X185]	ID=gene:CPIJ013334;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X185];gene_id=CPIJ013334;logic_name=vectorbase_culex
CPIJ013341	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X192]	ID=gene:CPIJ013341;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X192];gene_id=CPIJ013341;logic_name=vectorbase_culex
CPIJ013343	0	0	1		Ribosomal protein L11 [Source:UniProtKB/TrEMBL%3BAcc:B0X194]	ID=gene:CPIJ013343;biotype=protein_coding;description=Ribosomal protein L11 [Source:UniProtKB/TrEMBL%3BAcc:B0X194];gene_id=CPIJ013343;logic_name=vectorbase_culex
CPIJ013366	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3L8]	ID=gene:CPIJ013366;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3L8];gene_id=CPIJ013366;logic_name=vectorbase_culex
CPIJ013369	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3M1]	ID=gene:CPIJ013369;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3M1];gene_id=CPIJ013369;logic_name=vectorbase_culex
CPIJ013392	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1Q2]	ID=gene:CPIJ013392;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1Q2];gene_id=CPIJ013392;logic_name=vectorbase_culex
CPIJ013454	1	0	0		Sec63 [Source:UniProtKB/TrEMBL%3BAcc:B0X412]	ID=gene:CPIJ013454;biotype=protein_coding;description=Sec63 [Source:UniProtKB/TrEMBL%3BAcc:B0X412];gene_id=CPIJ013454;logic_name=vectorbase_culex
CPIJ013501	0	0	1		Lsm5 protein [Source:VB Community Annotation]	ID=gene:CPIJ013501;biotype=protein_coding;description=Lsm5 protein [Source:VB Community Annotation];gene_id=CPIJ013501;logic_name=vectorbase_culex
CPIJ013530	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1Y1]	ID=gene:CPIJ013530;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X1Y1];gene_id=CPIJ013530;logic_name=vectorbase_culex
CPIJ013629	0	0	1		Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3R8]	ID=gene:CPIJ013629;biotype=protein_coding;description=Putative uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3R8];gene_id=CPIJ013629;logic_name=vectorbase_culex
CPIJ013630	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3R9]	ID=gene:CPIJ013630;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X3R9];gene_id=CPIJ013630;logic_name=vectorbase_culex
CPIJ013637	0	0	1		Zinc finger CCHC-type and RNA-binding motif-containing protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0X239]	ID=gene:CPIJ013637;biotype=protein_coding;description=Zinc finger CCHC-type and RNA-binding motif-containing protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0X239];gene_id=CPIJ013637;logic_name=vectorbase_culex
CPIJ013653	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X361]	ID=gene:CPIJ013653;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X361];gene_id=CPIJ013653;logic_name=vectorbase_culex
CPIJ013673	0	0	1	mRpL11	39S ribosomal protein L11%2C mitochondrial [Source:UniProtKB/TrEMBL%3BAcc:B0X294]	ID=gene:CPIJ013673;Name=mRpL11;biotype=protein_coding;description=39S ribosomal protein L11%2C mitochondrial [Source:UniProtKB/TrEMBL%3BAcc:B0X294];gene_id=CPIJ013673;logic_name=vectorbase_culex
CPIJ013685	1	0	0		Signal peptide peptidase [Source:UniProtKB/TrEMBL%3BAcc:B0X2Z6]	ID=gene:CPIJ013685;biotype=protein_coding;description=Signal peptide peptidase [Source:UniProtKB/TrEMBL%3BAcc:B0X2Z6];gene_id=CPIJ013685;logic_name=vectorbase_culex
CPIJ013713	0	0	1		Glycolate oxidase [Source:UniProtKB/TrEMBL%3BAcc:B0X407]	ID=gene:CPIJ013713;biotype=protein_coding;description=Glycolate oxidase [Source:UniProtKB/TrEMBL%3BAcc:B0X407];gene_id=CPIJ013713;logic_name=vectorbase_culex
CPIJ013741	0	0	1	mRpL27	39S ribosomal protein L27%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ013741;Name=mRpL27;biotype=protein_coding;description=39S ribosomal protein L27%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ013741;logic_name=vectorbase_culex
CPIJ013757	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X2I6]	ID=gene:CPIJ013757;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X2I6];gene_id=CPIJ013757;logic_name=vectorbase_culex
CPIJ013804	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X2B1]	ID=gene:CPIJ013804;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0X2B1];gene_id=CPIJ013804;logic_name=vectorbase_culex
CPIJ013832	0	0	1		cytochrome b5%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ013832;biotype=protein_coding;description=cytochrome b5%2C putative [Source:VB Community Annotation];gene_id=CPIJ013832;logic_name=vectorbase_culex
