gene	WNVp_C.WNVp_WNV	Sham_WNV.WNVp_WNV	WNVp_WNV.WNVp_JEV	Sham_JEV.WNVp_JEV	Sham_C.Sham_WNV	Sham_C.Sham_JEV	Sham_C.WNVp_JEV	Name	description	attributes
CPIJ008975	0	0	1	1	0	0	1		Phospholipase B-like [Source:UniProtKB/TrEMBL%3BAcc:B0WPC2]	ID=gene:CPIJ008975;biotype=protein_coding;description=Phospholipase B-like [Source:UniProtKB/TrEMBL%3BAcc:B0WPC2];gene_id=CPIJ008975;logic_name=vectorbase_culex
CPIJ008977	0	0	1	0	0	0	0		Pyridoxal phosphate phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WPC4]	ID=gene:CPIJ008977;biotype=protein_coding;description=Pyridoxal phosphate phosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WPC4];gene_id=CPIJ008977;logic_name=vectorbase_culex
CPIJ008982	0	0	1	1	0	0	1		40S ribosomal protein S24 [Source:UniProtKB/TrEMBL%3BAcc:B0WPH5]	ID=gene:CPIJ008982;biotype=protein_coding;description=40S ribosomal protein S24 [Source:UniProtKB/TrEMBL%3BAcc:B0WPH5];gene_id=CPIJ008982;logic_name=vectorbase_culex
CPIJ008987	0	0	0	1	0	0	0		Nascent polypeptide associated complex alpha subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WPI0]	ID=gene:CPIJ008987;biotype=protein_coding;description=Nascent polypeptide associated complex alpha subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WPI0];gene_id=CPIJ008987;logic_name=vectorbase_culex
CPIJ008990	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPI3]	ID=gene:CPIJ008990;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPI3];gene_id=CPIJ008990;logic_name=vectorbase_culex
CPIJ009001	0	0	0	0	1	0	0		amidophosphoribosyltransferase precursor [Source:VB Community Annotation]	ID=gene:CPIJ009001;biotype=protein_coding;description=amidophosphoribosyltransferase precursor [Source:VB Community Annotation];gene_id=CPIJ009001;logic_name=vectorbase_culex
CPIJ009003	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPD1]	ID=gene:CPIJ009003;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPD1];gene_id=CPIJ009003;logic_name=vectorbase_culex
CPIJ009005	0	0	1	1	0	0	0		ATP-dependent DNA helicase MER3 [Source:UniProtKB/TrEMBL%3BAcc:B0WPD3]	ID=gene:CPIJ009005;biotype=protein_coding;description=ATP-dependent DNA helicase MER3 [Source:UniProtKB/TrEMBL%3BAcc:B0WPD3];gene_id=CPIJ009005;logic_name=vectorbase_culex
CPIJ009012	1	0	0	0	0	0	0		Mixed lineage protein kinase [Source:UniProtKB/TrEMBL%3BAcc:B0WPE0]	ID=gene:CPIJ009012;biotype=protein_coding;description=Mixed lineage protein kinase [Source:UniProtKB/TrEMBL%3BAcc:B0WPE0];gene_id=CPIJ009012;logic_name=vectorbase_culex
CPIJ009030	0	0	1	1	0	0	1		Glutaredoxin 2 [Source:UniProtKB/TrEMBL%3BAcc:B0WPR4]	ID=gene:CPIJ009030;biotype=protein_coding;description=Glutaredoxin 2 [Source:UniProtKB/TrEMBL%3BAcc:B0WPR4];gene_id=CPIJ009030;logic_name=vectorbase_culex
CPIJ009047	0	0	0	1	0	0	0		DNA replication licensing factor Mcm6 [Source:VB Community Annotation]	ID=gene:CPIJ009047;biotype=protein_coding;description=DNA replication licensing factor Mcm6 [Source:VB Community Annotation];gene_id=CPIJ009047;logic_name=vectorbase_culex
CPIJ009051	0	0	1	1	0	0	1		mediator complex%2C 95kD-subunit%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009051;biotype=protein_coding;description=mediator complex%2C 95kD-subunit%2C putative [Source:VB Community Annotation];gene_id=CPIJ009051;logic_name=vectorbase_culex
CPIJ009074	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQH3]	ID=gene:CPIJ009074;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQH3];gene_id=CPIJ009074;logic_name=vectorbase_culex
CPIJ009076	0	0	1	1	0	0	1		Mitochondrial NADH-ubiquinone oxidoreductase AGGG subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WQH5]	ID=gene:CPIJ009076;biotype=protein_coding;description=Mitochondrial NADH-ubiquinone oxidoreductase AGGG subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WQH5];gene_id=CPIJ009076;logic_name=vectorbase_culex
CPIJ009078	0	0	1	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQH7]	ID=gene:CPIJ009078;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQH7];gene_id=CPIJ009078;logic_name=vectorbase_culex
CPIJ009083	0	0	0	1	0	0	0		40S ribosomal protein S24 [Source:UniProtKB/TrEMBL%3BAcc:B0WQI2]	ID=gene:CPIJ009083;biotype=protein_coding;description=40S ribosomal protein S24 [Source:UniProtKB/TrEMBL%3BAcc:B0WQI2];gene_id=CPIJ009083;logic_name=vectorbase_culex
CPIJ009090	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPJ5]	ID=gene:CPIJ009090;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPJ5];gene_id=CPIJ009090;logic_name=vectorbase_culex
CPIJ009091	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPJ6]	ID=gene:CPIJ009091;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPJ6];gene_id=CPIJ009091;logic_name=vectorbase_culex
CPIJ009123	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRA6]	ID=gene:CPIJ009123;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRA6];gene_id=CPIJ009123;logic_name=vectorbase_culex
CPIJ009136	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ14]	ID=gene:CPIJ009136;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ14];gene_id=CPIJ009136;logic_name=vectorbase_culex
CPIJ009141	0	0	0	1	0	0	1		Nuclear pore complex protein nup214 [Source:UniProtKB/TrEMBL%3BAcc:B0WQ19]	ID=gene:CPIJ009141;biotype=protein_coding;description=Nuclear pore complex protein nup214 [Source:UniProtKB/TrEMBL%3BAcc:B0WQ19];gene_id=CPIJ009141;logic_name=vectorbase_culex
CPIJ009143	0	0	1	1	0	0	0		Phosphoribosylglycinamide formyltransferase [Source:UniProtKB/TrEMBL%3BAcc:B0WQ21]	ID=gene:CPIJ009143;biotype=protein_coding;description=Phosphoribosylglycinamide formyltransferase [Source:UniProtKB/TrEMBL%3BAcc:B0WQ21];gene_id=CPIJ009143;logic_name=vectorbase_culex
CPIJ009149	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ27]	ID=gene:CPIJ009149;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ27];gene_id=CPIJ009149;logic_name=vectorbase_culex
CPIJ009211	0	1	0	0	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ89]	ID=gene:CPIJ009211;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQ89];gene_id=CPIJ009211;logic_name=vectorbase_culex
CPIJ009216	0	0	0	1	0	0	0		Roundabout 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WQ94]	ID=gene:CPIJ009216;biotype=protein_coding;description=Roundabout 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WQ94];gene_id=CPIJ009216;logic_name=vectorbase_culex
CPIJ009231	0	0	0	1	0	0	0		Negative cofactor 2 beta [Source:UniProtKB/TrEMBL%3BAcc:B0WQA9]	ID=gene:CPIJ009231;biotype=protein_coding;description=Negative cofactor 2 beta [Source:UniProtKB/TrEMBL%3BAcc:B0WQA9];gene_id=CPIJ009231;logic_name=vectorbase_culex
CPIJ009237	0	0	1	1	0	0	1		28S ribosomal protein S16%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ009237;biotype=protein_coding;description=28S ribosomal protein S16%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ009237;logic_name=vectorbase_culex
CPIJ009239	0	0	0	1	0	0	1		Lingerer [Source:UniProtKB/TrEMBL%3BAcc:B0WR15]	ID=gene:CPIJ009239;biotype=protein_coding;description=Lingerer [Source:UniProtKB/TrEMBL%3BAcc:B0WR15];gene_id=CPIJ009239;logic_name=vectorbase_culex
CPIJ009244	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WR20]	ID=gene:CPIJ009244;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WR20];gene_id=CPIJ009244;logic_name=vectorbase_culex
CPIJ009249	0	0	1	1	0	0	1		tRNA (guanine(37)-N1)-methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:B0WR25]	ID=gene:CPIJ009249;biotype=protein_coding;description=tRNA (guanine(37)-N1)-methyltransferase [Source:UniProtKB/TrEMBL%3BAcc:B0WR25];gene_id=CPIJ009249;logic_name=vectorbase_culex
CPIJ009257	0	0	1	1	0	0	1	mRpL36	39S ribosomal protein L36%2C mitochondrial [Source:VB Community Annotation]	ID=gene:CPIJ009257;Name=mRpL36;biotype=protein_coding;description=39S ribosomal protein L36%2C mitochondrial [Source:VB Community Annotation];gene_id=CPIJ009257;logic_name=vectorbase_culex
CPIJ009259	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WR35]	ID=gene:CPIJ009259;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WR35];gene_id=CPIJ009259;logic_name=vectorbase_culex
CPIJ009260	0	0	0	1	0	0	0		Activated protein kinase C [Source:UniProtKB/TrEMBL%3BAcc:B0WR36]	ID=gene:CPIJ009260;biotype=protein_coding;description=Activated protein kinase C [Source:UniProtKB/TrEMBL%3BAcc:B0WR36];gene_id=CPIJ009260;logic_name=vectorbase_culex
CPIJ009267	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPU8]	ID=gene:CPIJ009267;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WPU8];gene_id=CPIJ009267;logic_name=vectorbase_culex
CPIJ009286	0	0	0	1	0	0	0		ATP-dependent RNA helicase vasa [Source:UniProtKB/TrEMBL%3BAcc:B0WPW7]	ID=gene:CPIJ009286;biotype=protein_coding;description=ATP-dependent RNA helicase vasa [Source:UniProtKB/TrEMBL%3BAcc:B0WPW7];gene_id=CPIJ009286;logic_name=vectorbase_culex
CPIJ009304	0	0	0	1	0	0	0		Quijote [Source:UniProtKB/TrEMBL%3BAcc:B0WQ62]	ID=gene:CPIJ009304;biotype=protein_coding;description=Quijote [Source:UniProtKB/TrEMBL%3BAcc:B0WQ62];gene_id=CPIJ009304;logic_name=vectorbase_culex
CPIJ009317	0	0	0	1	0	0	0		Bmp-induced factor [Source:UniProtKB/TrEMBL%3BAcc:B0WR06]	ID=gene:CPIJ009317;biotype=protein_coding;description=Bmp-induced factor [Source:UniProtKB/TrEMBL%3BAcc:B0WR06];gene_id=CPIJ009317;logic_name=vectorbase_culex
CPIJ009324	0	0	1	0	0	0	0		pupal cuticle protein 78E%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009324;biotype=protein_coding;description=pupal cuticle protein 78E%2C putative [Source:VB Community Annotation];gene_id=CPIJ009324;logic_name=vectorbase_culex
CPIJ009330	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRC1]	ID=gene:CPIJ009330;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRC1];gene_id=CPIJ009330;logic_name=vectorbase_culex
CPIJ009331	0	0	0	1	0	0	0		pupal cuticle protein 78E%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009331;biotype=protein_coding;description=pupal cuticle protein 78E%2C putative [Source:VB Community Annotation];gene_id=CPIJ009331;logic_name=vectorbase_culex
CPIJ009332	0	0	0	1	0	0	0		pupal cuticle protein 78E%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009332;biotype=protein_coding;description=pupal cuticle protein 78E%2C putative [Source:VB Community Annotation];gene_id=CPIJ009332;logic_name=vectorbase_culex
CPIJ009333	0	0	1	1	0	0	1		cuticle protein%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009333;biotype=protein_coding;description=cuticle protein%2C putative [Source:VB Community Annotation];gene_id=CPIJ009333;logic_name=vectorbase_culex
CPIJ009340	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRD1]	ID=gene:CPIJ009340;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRD1];gene_id=CPIJ009340;logic_name=vectorbase_culex
CPIJ009344	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRD5]	ID=gene:CPIJ009344;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRD5];gene_id=CPIJ009344;logic_name=vectorbase_culex
CPIJ009359	0	0	1	1	0	0	1		Lysozyme i-1 [Source:UniProtKB/TrEMBL%3BAcc:B0WQ70]	ID=gene:CPIJ009359;biotype=protein_coding;description=Lysozyme i-1 [Source:UniProtKB/TrEMBL%3BAcc:B0WQ70];gene_id=CPIJ009359;logic_name=vectorbase_culex
CPIJ009375	0	0	0	0	1	0	0		glycosyltransferase [Source:VB Community Annotation]	ID=gene:CPIJ009375;biotype=protein_coding;description=glycosyltransferase [Source:VB Community Annotation];gene_id=CPIJ009375;logic_name=vectorbase_culex
CPIJ009395	0	0	0	1	0	0	0		Speckle-type poz protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQK5]	ID=gene:CPIJ009395;biotype=protein_coding;description=Speckle-type poz protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQK5];gene_id=CPIJ009395;logic_name=vectorbase_culex
CPIJ009396	0	0	0	1	0	0	0		inhibitor of growth protein 3 [Source:VB Community Annotation]	ID=gene:CPIJ009396;biotype=protein_coding;description=inhibitor of growth protein 3 [Source:VB Community Annotation];gene_id=CPIJ009396;logic_name=vectorbase_culex
CPIJ009411	0	0	1	1	0	0	1		60S ribosomal protein L37 [Source:VB Community Annotation]	ID=gene:CPIJ009411;biotype=protein_coding;description=60S ribosomal protein L37 [Source:VB Community Annotation];gene_id=CPIJ009411;logic_name=vectorbase_culex
CPIJ009412	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQU7]	ID=gene:CPIJ009412;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQU7];gene_id=CPIJ009412;logic_name=vectorbase_culex
CPIJ009424	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQV9]	ID=gene:CPIJ009424;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQV9];gene_id=CPIJ009424;logic_name=vectorbase_culex
CPIJ009425	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQW0]	ID=gene:CPIJ009425;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQW0];gene_id=CPIJ009425;logic_name=vectorbase_culex
CPIJ009430	0	0	1	1	0	0	1		Mitogen-activated protein kinase kinase 1-interacting protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WQW5]	ID=gene:CPIJ009430;biotype=protein_coding;description=Mitogen-activated protein kinase kinase 1-interacting protein 1 [Source:UniProtKB/TrEMBL%3BAcc:B0WQW5];gene_id=CPIJ009430;logic_name=vectorbase_culex
CPIJ009453	0	0	0	0	1	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRR7]	ID=gene:CPIJ009453;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRR7];gene_id=CPIJ009453;logic_name=vectorbase_culex
CPIJ009456	0	0	0	0	1	0	0		Ubiquitin-conjugating enzyme E2 q [Source:UniProtKB/TrEMBL%3BAcc:B0WRS0]	ID=gene:CPIJ009456;biotype=protein_coding;description=Ubiquitin-conjugating enzyme E2 q [Source:UniProtKB/TrEMBL%3BAcc:B0WRS0];gene_id=CPIJ009456;logic_name=vectorbase_culex
CPIJ009460	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRS4]	ID=gene:CPIJ009460;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRS4];gene_id=CPIJ009460;logic_name=vectorbase_culex
CPIJ009463	0	0	1	1	0	0	1		Proline dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WRS7]	ID=gene:CPIJ009463;biotype=protein_coding;description=Proline dehydrogenase [Source:UniProtKB/TrEMBL%3BAcc:B0WRS7];gene_id=CPIJ009463;logic_name=vectorbase_culex
CPIJ009489	0	0	1	0	0	0	0		Ubiquitin ligase E3 [Source:UniProtKB/TrEMBL%3BAcc:B0WQY2]	ID=gene:CPIJ009489;biotype=protein_coding;description=Ubiquitin ligase E3 [Source:UniProtKB/TrEMBL%3BAcc:B0WQY2];gene_id=CPIJ009489;logic_name=vectorbase_culex
CPIJ009519	0	0	1	1	0	0	1	RpS29	40S ribosomal protein S29 [Source:UniProtKB/Swiss-Prot%3BAcc:Q9NB51]	ID=gene:CPIJ009519;Name=RpS29;biotype=protein_coding;description=40S ribosomal protein S29 [Source:UniProtKB/Swiss-Prot%3BAcc:Q9NB51];gene_id=CPIJ009519;logic_name=vectorbase_culex
CPIJ009528	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQB7]	ID=gene:CPIJ009528;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQB7];gene_id=CPIJ009528;logic_name=vectorbase_culex
CPIJ009532	0	0	0	1	0	0	0		Voltage-gated potassium channel [Source:UniProtKB/TrEMBL%3BAcc:B0WQC1]	ID=gene:CPIJ009532;biotype=protein_coding;description=Voltage-gated potassium channel [Source:UniProtKB/TrEMBL%3BAcc:B0WQC1];gene_id=CPIJ009532;logic_name=vectorbase_culex
CPIJ009553	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQQ4]	ID=gene:CPIJ009553;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQQ4];gene_id=CPIJ009553;logic_name=vectorbase_culex
CPIJ009568	0	0	1	1	0	0	0	OBP8	odorant binding protein [Source:VB Community Annotation]	ID=gene:CPIJ009568;Name=OBP8;biotype=protein_coding;description=odorant binding protein [Source:VB Community Annotation];gene_id=CPIJ009568;logic_name=vectorbase_culex
CPIJ009581	0	0	0	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WR74]	ID=gene:CPIJ009581;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WR74];gene_id=CPIJ009581;logic_name=vectorbase_culex
CPIJ009586	0	0	1	1	0	0	0	OBP14	odorant binding protein [Source:VB Community Annotation]	ID=gene:CPIJ009586;Name=OBP14;biotype=protein_coding;description=odorant binding protein [Source:VB Community Annotation];gene_id=CPIJ009586;logic_name=vectorbase_culex
CPIJ009603	0	0	0	1	0	0	1		Proto-oncogene tyrosine-protein kinase abl1 [Source:UniProtKB/TrEMBL%3BAcc:B0WSH4]	ID=gene:CPIJ009603;biotype=protein_coding;description=Proto-oncogene tyrosine-protein kinase abl1 [Source:UniProtKB/TrEMBL%3BAcc:B0WSH4];gene_id=CPIJ009603;logic_name=vectorbase_culex
CPIJ009604	0	0	0	1	0	0	0		Phosphoglycerate mutase family member 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WSH5]	ID=gene:CPIJ009604;biotype=protein_coding;description=Phosphoglycerate mutase family member 5 [Source:UniProtKB/TrEMBL%3BAcc:B0WSH5];gene_id=CPIJ009604;logic_name=vectorbase_culex
CPIJ009610	0	0	1	1	0	0	0		UDP-glucose pyrophosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WQD2]	ID=gene:CPIJ009610;biotype=protein_coding;description=UDP-glucose pyrophosphatase [Source:UniProtKB/TrEMBL%3BAcc:B0WQD2];gene_id=CPIJ009610;logic_name=vectorbase_culex
CPIJ009631	0	0	0	1	0	0	0		Zinc finger protein 24 [Source:UniProtKB/TrEMBL%3BAcc:B0WQF3]	ID=gene:CPIJ009631;biotype=protein_coding;description=Zinc finger protein 24 [Source:UniProtKB/TrEMBL%3BAcc:B0WQF3];gene_id=CPIJ009631;logic_name=vectorbase_culex
CPIJ009635	0	0	1	1	0	0	1		NADH dehydrogenase%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009635;biotype=protein_coding;description=NADH dehydrogenase%2C putative [Source:VB Community Annotation];gene_id=CPIJ009635;logic_name=vectorbase_culex
CPIJ009639	0	0	1	1	0	0	1		single-stranded DNA-binding protein%2C mitochondrial precursor [Source:VB Community Annotation]	ID=gene:CPIJ009639;biotype=protein_coding;description=single-stranded DNA-binding protein%2C mitochondrial precursor [Source:VB Community Annotation];gene_id=CPIJ009639;logic_name=vectorbase_culex
CPIJ009641	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQG3]	ID=gene:CPIJ009641;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WQG3];gene_id=CPIJ009641;logic_name=vectorbase_culex
CPIJ009642	0	0	0	1	0	0	0		immunophilin FKBP46%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009642;biotype=protein_coding;description=immunophilin FKBP46%2C putative [Source:VB Community Annotation];gene_id=CPIJ009642;logic_name=vectorbase_culex
CPIJ009645	0	0	0	1	0	0	0		Transcription initiation factor IIF alpha subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WRK9]	ID=gene:CPIJ009645;biotype=protein_coding;description=Transcription initiation factor IIF alpha subunit [Source:UniProtKB/TrEMBL%3BAcc:B0WRK9];gene_id=CPIJ009645;logic_name=vectorbase_culex
CPIJ009651	0	0	1	1	0	0	1		60S ribosomal protein L44 L41%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009651;biotype=protein_coding;description=60S ribosomal protein L44 L41%2C putative [Source:VB Community Annotation];gene_id=CPIJ009651;logic_name=vectorbase_culex
CPIJ009652	0	0	1	1	0	0	0		Follicle cell protein 3c-1 [Source:UniProtKB/TrEMBL%3BAcc:B0WRL6]	ID=gene:CPIJ009652;biotype=protein_coding;description=Follicle cell protein 3c-1 [Source:UniProtKB/TrEMBL%3BAcc:B0WRL6];gene_id=CPIJ009652;logic_name=vectorbase_culex
CPIJ009657	0	0	0	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRM1]	ID=gene:CPIJ009657;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRM1];gene_id=CPIJ009657;logic_name=vectorbase_culex
CPIJ009667	0	0	1	1	0	0	0		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRN1]	ID=gene:CPIJ009667;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WRN1];gene_id=CPIJ009667;logic_name=vectorbase_culex
CPIJ009669	0	0	1	1	0	0	1		Regulator of chromosome condensation [Source:UniProtKB/TrEMBL%3BAcc:B0WSH8]	ID=gene:CPIJ009669;biotype=protein_coding;description=Regulator of chromosome condensation [Source:UniProtKB/TrEMBL%3BAcc:B0WSH8];gene_id=CPIJ009669;logic_name=vectorbase_culex
CPIJ009672	0	0	1	1	0	0	1		uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WSI1]	ID=gene:CPIJ009672;biotype=protein_coding;description=uncharacterized protein [Source:UniProtKB/TrEMBL%3BAcc:B0WSI1];gene_id=CPIJ009672;logic_name=vectorbase_culex
CPIJ009674	0	0	0	1	0	0	1		suppressor of actin%2C putative [Source:VB Community Annotation]	ID=gene:CPIJ009674;biotype=protein_coding;description=suppressor of actin%2C putative [Source:VB Community Annotation];gene_id=CPIJ009674;logic_name=vectorbase_culex
CPIJ009682	0	0	0	1	0	0	0		Translocator protein [Source:UniProtKB/TrEMBL%3BAcc:B0WSJ1]	ID=gene:CPIJ009682;biotype=protein_coding;description=Translocator protein [Source:UniProtKB/TrEMBL%3BAcc:B0WSJ1];gene_id=CPIJ009682;logic_name=vectorbase_culex
CPIJ009684	0	0	1	1	0	0	1		Mitochondrial 28S ribosomal protein S14 [Source:UniProtKB/TrEMBL%3BAcc:B0WSJ3]	ID=gene:CPIJ009684;biotype=protein_coding;description=Mitochondrial 28S ribosomal protein S14 [Source:UniProtKB/TrEMBL%3BAcc:B0WSJ3];gene_id=CPIJ009684;logic_name=vectorbase_culex
